 TIME                    	Pump1flow                	PumpDeaLPflow            	PumpDeaHPflow            	
  +9.1500000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +9.1625000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +9.1750000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +9.1875000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +9.2000000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +9.2125000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +9.2250000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +9.2375000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +9.2500000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +9.2625000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +9.2750000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +9.2875000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +9.3000000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +9.3125000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +9.3250000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +9.3375000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +9.3500000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +9.3625000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +9.3750000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +9.3875000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +9.4000000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +9.4125000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +9.4250000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +9.4375000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +9.4500000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +9.4625000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +9.4750000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +9.4875000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +9.5000000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +9.5125000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +9.5250000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +9.5375000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +9.5500000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +9.5625000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +9.5750000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +9.5875000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +9.6000000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +9.6125000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +9.6250000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +9.6375000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +9.6500000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +9.6625000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +9.6750000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +9.6875000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +9.7000000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +9.7125000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +9.7250000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +9.7375000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +9.7500000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +9.7625000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +9.7750000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +9.7875000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +9.8000000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +9.8125000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +9.8250000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +9.8375000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +9.8500000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +9.8625000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +9.8750000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +9.8875000000000000E+01	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +9.9000000000000000E+01	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +9.9125000000000000E+01	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +9.9250000000000000E+01	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +9.9375000000000000E+01	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +9.9500000000000000E+01	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +9.9625000000000000E+01	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +9.9750000000000000E+01	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +9.9875000000000000E+01	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.0000000000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.0012500000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.0025000000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.0037500000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.0050000000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.0062500000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.0075000000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.0087500000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.0100000000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.0112500000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.0125000000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.0137500000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.0150000000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.0162500000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.0175000000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.0187500000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.0200000000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.0212500000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.0225000000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.0237500000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.0250000000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.0262500000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.0275000000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.0287500000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.0300000000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.0312500000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.0325000000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.0337500000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.0350000000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.0362500000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.0375000000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.0387500000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.0400000000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.0412500000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.0425000000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.0437500000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.0450000000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.0462500000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.0475000000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.0487500000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.0500000000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.0512500000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.0525000000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.0537500000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.0550000000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.0562500000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.0575000000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.0587500000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.0600000000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.0612500000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.0625000000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.0637500000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.0650000000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.0662500000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.0675000000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.0687500000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.0700000000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.0712500000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.0725000000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.0737500000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.0750000000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.0762500000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.0775000000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.0787500000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.0800000000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.0812500000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.0825000000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.0837500000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.0850000000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.0862500000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.0875000000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.0887500000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.0900000000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.0912500000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.0925000000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.0937500000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.0950000000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.0962500000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.0975000000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.0987500000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.1000000000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.1012500000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.1025000000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.1037500000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.1050000000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.1062500000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.1075000000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.1087500000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.1100000000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.1112500000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.1125000000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.1137500000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.1150000000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.1162500000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.1175000000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.1187500000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.1200000000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.1212500000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.1225000000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.1237500000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.1250000000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.1262500000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.1275000000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.1287500000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.1300000000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.1312500000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.1325000000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.1337500000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.1350000000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.1362500000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.1375000000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.1387500000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.1400000000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.1412500000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.1425000000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.1437500000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.1450000000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.1462500000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.1475000000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.1487500000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.1500000000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.1512500000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.1525000000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.1537500000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.1550000000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.1562500000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.1575000000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.1587500000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.1600000000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.1612500000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.1625000000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.1637500000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.1650000000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.1662500000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.1675000000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.1687500000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.1700000000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.1712500000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.1725000000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.1737500000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.1750000000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.1762500000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.1775000000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.1787500000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.1800000000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.1812500000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.1825000000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.1837500000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.1850000000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.1862500000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.1875000000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.1887500000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.1900000000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.1912500000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.1925000000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.1937500000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.1950000000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.1962500000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.1975000000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.1987500000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.2000000000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.2012500000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.2025000000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.2037500000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.2050000000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.2062500000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.2075000000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
  +1.2087500000000000E+02	  +8.4338403190013749E+04	  +9.7169938262235679E+04	  +1.1231000000000000E+05	
  +1.2100000000000000E+02	  +8.4338403211985118E+04	  +9.7169946280043194E+04	  +1.1231000000000000E+05	
  +1.2112500000000000E+02	  +8.4338396828478333E+04	  +9.7169948252807502E+04	  +1.1231000000000000E+05	
  +1.2125000000000000E+02	  +8.4338396186850470E+04	  +9.7169940373654696E+04	  +1.1231000000000000E+05	
  +1.2137500000000000E+02	  +8.4338397696660424E+04	  +9.7169939945659877E+04	  +1.1231000000000000E+05	
  +1.2150000000000000E+02	  +8.4338394634683063E+04	  +9.7169941394508933E+04	  +1.1231000000000000E+05	
  +1.2162500000000000E+02	  +8.4338395401692222E+04	  +9.7169934635286118E+04	  +1.1231000000000000E+05	
  +1.2175000000000000E+02	  +8.4338395611569678E+04	  +9.7169935703142575E+04	  +1.1231000000000000E+05	
  +1.2187500000000000E+02	  +8.4338395152691330E+04	  +9.7169938369283904E+04	  +1.1231000000000000E+05	
